순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
854,피아골,1955-09-23,"710,000",0.00%,"2,552,000",355,"1,276",1,9,한국,한국,백호프로덕션,,,"드라마,전쟁",이강천,"노경희,김진규,허장강,이예춘"
855,비우,,"708,000",0.00%,"952,000",354,476,1,16,프랑스,프랑스,,,,"드라마,멜로/로맨스",테렌스 영,"오마 샤리프,까뜨린느 드뇌브"
856,낙소스 섬의 아리아드네,2022-07-05,"9,458,100",0.00%,"9,458,100",352,352,6,44,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
856,말 없는 사나이,,"709,000",0.00%,"15,934,000",352,"7,141",1,16,미국,미국,,,전체관람가,"코미디,드라마,멜로/로맨스",존 포드,"존 웨인,모린 오하라,배리 피츠제럴드"
858,귀향,2006-09-21,"2,553,000",0.00%,"181,596,500",350,"26,625",2,39,스페인,스페인,까날 플러스,"해피송,(주)스폰지이엔티,(주)홈초이스",15세관람가,"드라마,판타지",페드로 알모도바르,"페넬로페 크루즈,카르멘 마우라"
858,기생충,2019-05-30,"3,281,700",0.00%,"87,463,906,795",350,"10,313,513",8,51,한국,한국,(주)바른손이앤에이,(주)씨제이이엔엠,15세이상관람가,드라마,봉준호,"송강호,이선균,조여정,최우식,박소담,이정은,장혜진,박명훈,현승민,정현준,윤혜리,박근록,이시훈,김규백,설민,박가빈,정이서,조재명,정익한,안진상,이루아,김하언,하윤희,이도운,오별하,유인,유채련,정일화,지혜영,지연,최정연,서복현,심수미,장지우,한미자,주수지,강현규,고관재,박서준,곽신애,류영훈,문상근,김건,박재완,서한결,서희영,손지영,박혜숙,백동현,신승민,백승환,안성봉,염재민,오상준,오상준,김성수,김세인,윤영우,정재훈,김이슬,이종현,이주형,제승현,김혜련,김정우,이지혜,황인경,이덕형,이시은,김영조,이도용,김보령,김용각,정세현,이옥희,이상경,정아름,이은희,이인경,박미애,김진형,이시후,박재욱,양선영,장예원,최정현,김성준,최지원,김향배"
858,소돔과 고모라,1974-04-25,"703,500",0.00%,"10,456,500",350,"5,261",1,14,미국,"미국,이탈리아,프랑스",,,,"드라마,어드벤처,사극",로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
858,숏버스 배우행,2021-12-30,"3,619,400",0.00%,"5,171,400",350,521,12,86,한국,한국,서울국제초단편영화제,"언더식스티,(주)퍼니콘",12세이상관람가,"드라마,다큐멘터리","이건휘,김내리,황지현,서태범,황재필,김효준","홍예리,장재희,황재필,윤해빈,이경훈,장은서,윤진,김구슬,정태야,전은미,박경관,이진,강구하,우연희,이솔,지희제,이고이,손영호,최지민,황지유,전은미,이은서,류현주,박시현,지성미,장호룡,황지현,홍예리,변준석,최혜선,김진구,이혜림,장덕주,장해환,장해솔,최주원,서태범,강지구,김근형,김무늬,김태훈,차재원"
858,신부의 아버지,,"710,000",0.00%,"3,577,000",350,"1,510",1,12,미국,미국,,,12세이상관람가,코미디,빈센트 미넬리,"조안 베넷,엘리자베스 테일러,스펜서 트레이시,돈 테일러"
858,플레이밍 스타,,"700,000",0.00%,"746,000",350,373,1,9,미국,미국,,,,"드라마,서부극(웨스턴)",돈 시겔,"엘비스 프레슬리,돌로레스 델 리오,존 맥킨타이어"
864,라이안의 처녀,1972-02-29,"758,000",0.00%,"1,962,000",349,670,1,12,영국,영국,,,,"멜로/로맨스,드라마",데이빗 린,"트레버 하워드,로버트 미첨"
864,보리스 고두노프,2022-01-04,"8,252,000",0.00%,"8,252,000",349,349,6,46,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
864,"천년의 노래, 리버스",2022-01-13,"3,224,300",0.00%,"3,224,300",349,349,10,49,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,성유진,
867,"굿바이, 평양",2011-03-03,"2,887,000",0.00%,"23,774,500",348,"3,317",2,12,한국,한국,지오엔터테인먼트,(주)키노아이디엠씨,전체관람가,다큐멘터리,양영희,"양영희,양공선,양건화,양선화"
868,아담과 이브,,"692,000",0.00%,"2,350,000",346,"1,170",1,12,미국,미국,,,,"코미디,멜로/로맨스",조지 쿠커,"스펜서 트레이시,캐서린 헵번"
869,연애센터,,"690,000",0.00%,"5,182,000",345,"2,576",1,9,미국,미국,,,,"드라마,멜로/로맨스",델머 데이브스,"트로이 도나휴,수잔 플레쉐트,로사노 브랏지"
870,종각,,"686,000",0.00%,"3,731,000",343,"1,863",1,9,한국,한국,,,,드라마,양주남,"허장강,장민호"
871,34번가의 기적,,"684,000",0.00%,"8,436,000",342,"4,169",1,21,미국,미국,,,전체관람가,"코미디,드라마,가족,판타지,멜로/로맨스",조지 시튼,"모린 오하라,존 페인"
872,1번국도,2022-12-08,"3,588,800",0.00%,"3,588,800",340,340,9,66,한국,한국,너머필름,(주)스튜디오 보난자,15세이상관람가,드라마,강경태,"백종환,이지원,민태율,박찬우,김금순,노윤정,감소현,하윤서,정충구,이유진,김아람,이지우,김용희,태이,박선준,윤병호,전성열,이지영,이지은,이지영,강경태,윤병호,안석범,안용해"
872,안나푸르나: 비욘드 써밋,2022-07-28,"1,700,000",0.00%,"1,700,000",340,340,5,17,스페인,"스페인,프랑스",,주식회사 풍경소리,12세이상관람가,"드라마,어드벤처",이본 코르멘자나,"하비에르 레이,파트리샤 로페스 아나이스"
872,어쌔신 트랩,2022-07-07,"1,700,000",0.00%,"1,700,000",340,340,5,17,이탈리아,이탈리아,,(주)투케이에스픽처스,15세이상관람가,"액션,범죄",안드레아 자카리엘로,리카르도 스카마르치오
875,나는 나를 해고하지 않는다,2021-01-28,"3,123,300",0.00%,"146,228,800",338,"19,063",1,6,한국,한국,"(주)홍시쥔,아트 윙",(주)영화사 진진,12세이상관람가,드라마,이태겸,"유다인,오정세,김상규,김도균,박지홍,원태희,이주원,최자혜,강지구,김성미,안용준,강준석,김규리,이예성,조시연,강경미,조민주,박상훈,이종대,강민서,이수빈"
875,십계,1973-06-16,"717,000",0.00%,"40,728,072",338,"20,726",1,17,미국,미국,파라마운트 픽쳐스,,전체관람가,"드라마,가족",세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
877,가무악칠채,2022-03-17,"2,890,000",0.00%,"2,890,000",337,337,10,43,한국,한국,문화체육관광부 국립극장,(주)케빈앤컴퍼니,전체관람가,공연,"손인영,이재화",
878,티코,,"802,000",0.00%,"1,122,000",336,476,1,9,이탈리아,"이탈리아,프랑스",,,,드라마,폴코 퀴리치,
879,미녀와 교수,,"670,000",0.00%,"3,378,000",335,"1,630",1,12,미국,미국,,,,"멜로/로맨스,코미디",하워드 혹스,"게리 쿠퍼,바바라 스탠윅,오스카 호몰카"
880,로맨스 빠빠,1960-01-28,"794,000",0.00%,"11,627,000",334,"5,755",1,15,한국,한국,신필름,,15세이상관람가,"드라마,멜로/로맨스",신상옥,"신성일,주증녀,최은희,최은희"
880,트로트는 인생이다,2022-01-27,"3,040,100",0.00%,"4,687,100",334,517,8,70,한국,한국,㈜드림스테이션,시네마 뉴원,15세이상관람가,코미디,투케이,"장소영,김경진,김동찬,김솔비,장영,김대윤,이서현,최유정,이유신,김유리,박수연,한여름,김대범"
882,알라바마 이야기,,"720,000",0.00%,"10,467,000",333,"4,900",1,29,미국,미국,,,,드라마,로버트 멀리건,그레고리 펙
882,이조잔영,,"666,000",0.00%,"2,439,000",333,"1,212",1,12,한국,한국,,,,드라마,신상옥,"오영일,문희,이대엽"
884,해시태그 시그네,2023-01-11,"2,988,000",0.00%,"2,988,000",332,332,2,2,노르웨이,노르웨이,,판씨네마(주),15세이상관람가,"멜로/로맨스,코미디",,
885,고령가 소년 살인사건,2017-11-23,"3,191,500",0.00%,"138,442,500",331,"10,809",1,11,대만,대만,,(주)리틀빅픽쳐스,15세이상관람가,드라마,에드워드 양,"장첸,왕 주안,금연령,장 구주"
885,나쁜 교육,2004-09-17,"2,729,000",0.00%,"142,524,500",331,"21,636",2,43,스페인,스페인,까날 플러스 에스파냐,"해피송,(주)스폰지이엔티,(주)홈초이스",18세관람가,드라마,페드로 알모도바르,
885,지옥의 영웅들,,"662,000",0.00%,"7,084,000",331,"3,442",1,12,미국,미국,,,,"액션,전쟁",돈 시겔,"스티브 맥퀸,바비 다린"
888,유레카,,"2,466,000",0.00%,"4,351,000",327,603,1,4,일본,일본,,,,드라마,아오야마 신지,"사이토 요이치로,야쿠쇼 코지,미야자키 아오이"
889,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,"2,524,200",0.00%,"275,209,000",326,"33,281",1,12,한국,한국,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",전체관람가,애니메이션,히시다 마사카즈,
889,듣보인간의 생존신고,,"1,976,000",0.00%,"4,010,000",326,581,1,5,한국,한국,,,,다큐멘터리,,
889,카우,2022-08-11,"3,368,600",0.00%,"3,770,600",326,393,9,74,영국,영국,,그린나래미디어(주),12세이상관람가,다큐멘터리,안드레아 아놀드,
889,하비 걸,,"662,500",0.00%,"778,500",326,384,1,12,미국,미국,,,,"코미디,뮤지컬,서부극(웨스턴)",조지 시드니,주디 갈란드
889,햄릿,2022-10-11,"8,588,400",0.00%,"8,588,400",326,326,6,61,미국,미국,,(주) 인스터 글로벌,12세이상관람가,공연,,
894,멋진 인생,,"655,000",0.00%,"19,659,500",325,"8,615",1,9,미국,미국,,,,"드라마,멜로/로맨스,판타지",프랭크 카프라,"제임스 스튜어트,도나 리드"
895,람메르무어의 루치아,2022-09-13,"8,611,800",0.00%,"8,611,800",324,324,6,44,미국,미국,,(주) 인스터 글로벌,15세이상관람가,공연,,
896,오즈의 마법사,2012-05-03,"660,000",0.00%,"15,251,500",322,"5,309",1,17,미국,미국,,주식회사 마운틴픽쳐스,전체관람가,"가족,판타지,어드벤처,뮤지컬",빅터 플레밍,주디 갈란드
897,리스본행 야간열차,2014-06-05,"2,711,000",0.00%,"609,692,336",319,"79,325",1,31,독일,"독일,스위스,포르투갈",,(주)나이너스엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스,스릴러",빌 어거스트,"제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱"
897,인터멧조,,"1,048,000",0.00%,"6,659,000",319,"3,112",1,12,미국,미국,,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
899,실록 김두한,1974-12-22,"636,000",0.00%,"6,905,000",318,"3,450",1,9,한국,한국,신프로덕션,,15세이상관람가,"액션,드라마",김효천,"이대근,이대엽"
900,혼도,,"634,000",0.00%,"7,030,000",317,"3,241",1,16,미국,미국,워너 브러더스 픽쳐스,,,서부극(웨스턴),존 페로우,"존 웨인,제랄딘 페이지"
901,창극 춘향,2022-11-03,"2,787,500",0.00%,"2,787,500",316,316,12,76,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,김명곤,
902,십계,2021-12-02,"2,631,500",0.00%,"31,971,040",314,"3,678",2,13,미국,미국,,"(재)CBS,주식회사 블루필름웍스",전체관람가,애니메이션,"빌 보이스,존 스트로나크","벤 킹슬리,크리스찬 슬레이터,알프리드 몰리나,엘리어트 굴드"
903,제18회 프라이드스크린 섹션 1. 루피너스,,"2,488,000",0.00%,"2,488,000",311,311,1,3,기타,기타,,,,기타,,
904,센티그레이드,2022-06-16,"1,550,000",0.00%,"1,550,000",310,310,5,31,미국,미국,,(주)비싸이드 픽쳐스,12세이상관람가,기타,,"제네시스 로드리게스,빈센트 피아자"
904,제미나이: 지구 최후의 날,2022-06-09,"2,170,000",0.00%,"2,170,000",310,310,5,31,러시아,러시아,,(주)누리픽쳐스,12세이상관람가,SF,,
906,모던 타임즈,1988-07-02,"653,000",0.00%,"57,903,959",309,"9,404",1,19,미국,미국,"찰리채플린프로덕션,유나이티드 아티스트",(주)엣나인필름,"연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
907,나바론 요새,1974-07-20,"678,500",0.00%,"24,136,604",308,"12,340",1,15,미국,"미국,영국",콜럼비아 픽쳐스 코포레이션,,12세이상관람가,"드라마,액션,어드벤처,전쟁",J. 리 톰슨,"그레고리 펙,안소니 퀸,데이빗 니븐"
908,페이톤 플레이스,,"612,000",0.00%,"11,828,000",306,"5,898",1,8,미국,미국,,,,"드라마,멜로/로맨스",마크 로브슨,"라나 터너,리 필립스,로이드 놀랜"
909,애정,,"610,000",0.00%,"6,608,000",305,"3,234",1,9,미국,미국,메트로-골드윈-마이어,,,"드라마,가족",클라렌스 브라운,그레고리 펙
909,어페어 투 리멤버,,"573,500",0.00%,"23,352,500",305,"11,469",1,28,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,멜로/로맨스",레오 맥커레이,"캐리 그랜트,데보라 카,리차드 데닝"
909,이스터 선데이,2022-12-28,"3,028,600",0.00%,"3,028,600",305,305,28,110,미국,미국,,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"코미디,드라마",제이 챈드라세카,
912,픽션들,2022-11-24,"2,937,000",0.00%,"2,937,000",304,304,9,79,한국,한국,경 필름,영화배급협동조합 씨네소파,15세이상관람가,드라마,장세경,"김권후,이태경,박종환,구자은,김민우,박인화,박병철,최원정,고명찬,이한주,주은실,황자미,김일두,김재식,김미미,최치준,최원욱,한윤서"
913,꼬방동네 사람들,1982-07-17,"3,796,000",0.00%,"5,252,000",303,537,4,13,한국,한국,,,청소년관람불가,드라마,배창호,"김보연,김희라,안성기,홍성민,김지영"
913,내시,,"606,000",0.00%,"13,234,000",303,"6,595",1,11,한국,한국,신필름,,,드라마,신상옥,"신성일,윤정희,남궁원,박노식,도금봉,김혜정"
913,심장소리,,"2,241,000",0.00%,"2,241,000",303,303,1,2,한국,한국,,,,기타,이창동,"김건우,전도연,설경구,강주리,이한별,김수현,서지호,이지원,송원수,이중옥,김학선,박옥출,백승진,신윤숙,이예린,박옥출,박보경,이재덕"
913,어느 가족,2018-07-26,"2,953,300",0.00%,"1,442,868,700",303,"175,051",1,13,일본,일본,,(주)티캐스트,15세이상관람가,드라마,고레에다 히로카즈,"릴리 프랭키,안도 사쿠라,마츠오카 마유,키키 키린,죠 카이리,사사키 미유,이케마츠 소스케"
917,바람과 함께 사라지다,1972-12-23,"538,000",0.00%,"110,686,410",302,"29,926",1,16,미국,미국,메트로-골드윈-마이어,(주)피터팬픽쳐스,"12세이상관람가,국민학생관람불가","드라마,멜로/로맨스,전쟁",빅터 플레밍,"클라크 게이블,비비안 리,레슬리 하워드"
917,워터 프론트,,"614,000",0.00%,"10,687,000",302,"5,322",1,12,,,,,,,,
919,춤추는 대뉴욕,,"602,000",0.00%,"4,155,000",301,"1,703",1,9,미국,미국,메트로-골드윈-마이어,,12세이상관람가,"코미디,어드벤처,뮤지컬",스탠리 도넌,"진 켈리,프랭크 시내트라"
920,오두막,2017-04-20,"2,684,000",0.00%,"598,687,000",300,"78,010",1,3,미국,미국,,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,"샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,에밀리 홈즈"
920,우주에서 가장 밝은 지붕,2022-03-17,"1,500,000",0.00%,"1,500,000",300,300,2,15,일본,일본,,트윈플러스파트너스(주),전체관람가,"판타지,드라마",후지이 미치히토,"키요하라 카야,이토 켄타로,미즈노 미키"
922,사랑방 손님과 어머니,,"598,000",0.00%,"8,931,500",299,"4,437",1,18,한국,한국,,,,"드라마,멜로/로맨스",신상옥,"최은희,전영선,김진규,도금봉"
922,헬 카운트,2022-11-17,"1,503,000",0.00%,"1,503,000",299,299,4,31,미국,미국,,씨네라인월드(주),15세이상관람가,공포(호러),브렌든 멀다우니,"엘리샤 커스버트,이오인 맥큰"
924,수색자,,"596,000",0.00%,"16,523,000",298,"7,498",1,9,미국,미국,워너 브러더스 픽쳐스,,,"액션,드라마,어드벤처,서부극(웨스턴)",존 포드,"존 웨인,제프리 헌터,나탈리 우드,베라 마일즈"
924,애혼,,"523,000",0.00%,"5,447,000",298,"2,426",1,13,미국,미국,워너 브러더스 픽쳐스,,,,존 페로우,"존 웨인,라나 터너,데이빗 파라"
926,눈감은 여름,2022-06-30,"1,490,000",0.00%,"1,490,000",297,297,6,28,베트남,베트남,,주식회사 콘텐츠플레이,12세이상관람가,"드라마,멜로/로맨스",,응우옌 콩 닌
926,로즈마리,,"599,000",0.00%,"7,351,000",297,"3,668",1,13,미국,미국,메트로-골드윈-마이어,,,"코미디,뮤지컬",머빈 르로이,
928,남태평양 목선작전,,"296,000",0.00%,"670,000",296,483,1,9,미국,미국,,,,"코미디,드라마,전쟁",리차드 머피,잭 레먼
928,피닉스,2021-07-22,"2,130,002",0.00%,"103,617,192",296,"12,327",1,16,독일,독일,,M&M 인터내셔널,12세이상관람가,드라마,크리스티안 펫졸드,"니나 호스,로널드 제르펠트"
930,걸어도 걸어도,2009-06-18,"2,622,000",0.00%,"263,077,800",295,"35,518",2,31,일본,일본,,(주)영화사 진진,전체관람가,"드라마,가족",고레에다 히로카즈,"나츠카와 유이,요우,하야기 료가,하라다 요시오,아베 히로시"
930,캐리와 슈퍼콜라,2023-01-18,"3,993,000",0.00%,"3,993,000",295,295,1,1,한국,한국,(주)캐리소프트,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,"오성윤,이춘백","최정윤,엄상현,이다은,원옥화,정주원,이창민,한상태,김지정,강나후,김신비,소경호"
932,북북서로 진로를 돌려라,,"1,637,000",0.00%,"47,475,900",294,"9,247",1,16,미국,미국,,,12세이상관람가,"어드벤처,미스터리,멜로/로맨스",알프레드 히치콕,"캐리 그랜트,에바 마리 세인트"
933,키다리 아저씨,,"582,000",0.00%,"2,745,000",291,"1,459",1,9,미국,미국,,,,"뮤지컬,멜로/로맨스",진 네글레스코,"프레드 아스테어,레슬리 카론,테리 무어,델마 리터"
934,SIFF2022 선택단편2,,"2,312,000",0.00%,"2,312,000",289,289,1,3,한국,한국,,,,기타,,
934,The CMR2022 이언희의 큐레이션 1,,"2,023,000",0.00%,"2,023,000",289,289,2,5,한국,한국,,,,기타,,
934,모두가 왕의 부하들,,"504,000",0.00%,"944,000",289,509,1,13,미국,미국,,,15세관람가,드라마,로버트 로즌,"브로데릭 크로포드,존 아일랜드,조안나 드루"
934,아들과 연인,,"688,000",0.00%,"2,229,000",289,"1,052",1,9,영국,영국,,,,드라마,잭 카디프,"트레버 하워드,딘 스톡웰"
938,기쁜 우리 젊은 날,1987-05-02,"4,032,000",0.00%,"8,321,500",287,"1,458",3,19,한국,한국,태흥영화(주),,중학생이상관람가,"드라마,멜로/로맨스",배창호,"안성기,김지영,황신혜,최불암,전무송"
938,싸이코,,"2,796,000",0.00%,"71,748,026",287,"10,367",1,13,미국,미국,,(주)영화사 안다미로,청소년관람불가,"공포(호러),스릴러,미스터리",알프레드 히치콕,"안소니 퍼킨스,베라 마일즈,존 개빈,마틴 발삼,존 맥킨타이어,사이먼 오클랜드,본 테일러,프랭크 알버트슨,루렌 터틀,패트리샤 히치콕,존 앤더슨,자넷 리"
938,찬란함의 무덤,,"2,066,000",0.00%,"3,063,000",287,417,1,2,태국,"태국,프랑스",,,,"드라마,판타지",아핏차퐁 위라세타쿤,"제니이라 퐁파스,반롭 롬노이"
938,테이블 매너,2022-03-15,"904,000",0.00%,"904,000",287,287,5,78,한국,한국,영화사 새삶,주식회사 씨엠닉스,15세이상관람가,드라마,박장운,"권기하,김영선,남태부,김경민,손서윤,김상균,김계형,김재성,변창열,김병준,백승훈,최정렬"
942,올모스트 엔젤스,,"572,000",0.00%,"1,908,000",286,954,1,9,미국,미국,,,,"가족,코미디",,한스 홀트
943,제4회 용산청년영화제 이음시네마,,"4,196,000",0.00%,"4,196,000",284,284,1,3,한국,한국,,,,기타,,
944,빨간 마후라,,"566,000",0.00%,"18,183,000",283,"8,911",1,16,한국,한국,신필름,,12세이상관람가,"액션,전쟁",신상옥,"남궁원,윤인자,신영균,최무룡,최은희,이대엽"
944,언니는 말괄량이,,"576,000",0.00%,"10,418,000",283,"5,966",1,11,한국,한국,,,,드라마,한형모,"김진규,엄앵란,문정숙,이대엽"
946,블러드써스티,2022-01-27,"1,974,000",0.00%,"1,974,000",282,282,5,33,캐나다,캐나다,,(주)블루라벨픽쳐스,15세이상관람가,"공포(호러),스릴러",,그렉 브릭
946,탑 햇,,"574,000",0.00%,"3,956,000",282,"1,793",1,12,미국,미국,,,,"코미디,멜로/로맨스,뮤지컬",마크 샌드리히,"프레드 아스테어,진저 로저스,에드워드 에버렛 홀튼"
948,그들은 희생양이다,,"567,000",0.00%,"3,043,000",281,"1,168",1,9,미국,미국,,,,전쟁,존 포드,"로버트 몽고메리,존 웨인,도날드 커티스"
948,이조 여인잔혹사,1969-05-02,"281,000",0.00%,"7,602,000",281,"3,939",1,9,한국,한국,신필름,,,기타,신상옥,"최성,윤정희"
950,크루엘라,2021-05-26,"2,928,800",0.00%,"19,255,808,440",280,"1,983,677",11,61,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"드라마,범죄,코미디",크레이그 질레스피,"엠마 스톤,엠마 톰슨,마크 스트롱"
951,세상에서 가장 아름다운 소년,,"279,000",0.00%,"789,000",279,330,2,6,스웨덴,스웨덴,,,,다큐멘터리,,
952,카르멘,2021-04-03,"8,806,350",0.00%,"20,779,550",278,728,5,45,이탈리아,이탈리아,,일미디어,15세이상관람가,공연,엠마 단테,요나스 카우프만
952,혼자 사는 사람들,2021-05-19,"2,919,500",0.00%,"113,762,060",278,"12,767",1,7,한국,한국,한국영화아카데미,주식회사 더쿱,12세이상관람가,드라마,홍성은,"공승연,정다은,김모범,김해나,변진수,정성민,박동욱,김현식,안정빈,김귀례,박정학,서현우,주석태,곽민규,정조은,손예원,주석태"
954,SIFF2022 단편경쟁5,,"2,216,000",0.00%,"2,216,000",277,277,1,3,한국,한국,,,,기타,,
954,오프닝 나이트,,"1,915,000",0.00%,"3,803,000",277,549,1,8,미국,미국,,,,드라마,존 카사베츠,"지나 롤랜즈,존 카사베츠"
956,디어 에반 핸슨,2021-11-17,"1,956,000",0.00%,"1,082,798,550",276,"109,063",2,18,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"뮤지컬,드라마",스티븐 크보스키,"벤 플랫,줄리안 무어,에이미 아담스,케이틀린 디버,아만들라 스텐버그,닉 도다니,콜튼 라이언"
956,변호인,2013-12-18,"1,965,000",0.00%,"82,876,713,788",276,"11,375,399",1,6,한국,한국,위더스필름(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,양우석,"송강호,김영애,오달수,곽도원,임시완,송영창,정원중,조민기,이항나,이성민,차광수,한기중,심희섭,김동현,조완기,차은재,최주희,주명철,조선묵,유하복,김봉환,지건우,최은석,최현,최정현,박상현,신안진,조기왕,조유신,이선희,장리우,정준원,이정은,이진희,민경옥,정성화,박성근,신승용,김찬이,원호섭,윤탁,한승도,조용준,정재민,권오진,이설구,노영하,장우진,이해성,김승태,신욱,황건,권영국,양명헌,정원조,윤준호,이호원,설창희,홍도성,김형석,김호진,양정인,이동현,이정건,김리후,육미옥,김호연,백성식,김선주,김가영,이준기,이형은,김서영,오병남,전광진,조현덕,김경인,이상호,김성민,류수영,박수영,이경인,최태환,김서영,이현정,설창희,양도현"
958,5인의 해병,,"578,000",0.00%,"10,026,000",275,"4,967",1,25,한국,한국,,,청소년관람불가,"전쟁,드라마",김기덕,"곽규석,황해,최무룡,신영균,박노식"
958,괴인,,"2,200,000",0.00%,"2,200,000",275,275,1,3,한국,한국,,,,드라마,이정홍,
958,살인광시대,1990-09-29,"550,000",0.00%,"4,231,500",275,"1,155",1,12,미국,미국,"찰리채플린프로덕션,유나이티드 아티스트","(주)엣나인필름,유나이티드 아티스트",연소자관람가,"드라마,코미디",찰리 채플린,"찰리 채플린,마사 레이"
958,클로즈,2023-05-03,"2,845,500",0.00%,"2,845,500",275,275,1,3,벨기에,"벨기에,네덜란드,프랑스",,"찬란,(주)하이스트레인저",12세이상관람가,드라마,루카스 돈트,"에덴 담브린,구스타브 드 와엘"
962,영화사 1부,,"1,890,000",0.00%,"4,400,000",274,668,1,2,프랑스,프랑스,,,,다큐멘터리,장 뤽 고다르,
963,그것만이 내 세상,2018-01-17,"2,250,000",0.00%,"27,459,360,382",273,"3,420,494",1,2,한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진,박지연,정윤하,오혜원,류제승,권귀빈,백현진,유정호,김서원,김병춘,김현정,김상욱,서정우"
963,에우리디체,2022-03-01,"7,271,900",0.00%,"7,271,900",273,273,6,45,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
963,흑권,1973-09-09,"546,000",0.00%,"2,422,000",273,"1,211",1,9,한국,한국,안양,,12세이상관람가,액션,황풍,"이준구,모영"
966,SIFF2022 선택단편3,,"2,176,000",0.00%,"2,176,000",272,272,1,3,한국,한국,,,,기타,,
967,내가 못 나가는 것도 아닌데,2022-08-24,"2,000,000",0.00%,"2,000,000",269,269,5,66,한국,한국,김충길 필름,김충길 필름,12세이상관람가,"드라마,코미디",김충길,"김충길,이원선,한동원,신연재,임성균,이사라,김광태,김우현,이도군,이원진,정회동"
967,뉴욕의 왕,1990-12-12,"538,000",0.00%,"3,357,000",269,"1,019",1,9,미국,미국,찰리채플린프로덕션,(주)엣나인필름,연소자관람가,코미디,찰리 채플린,"맥신 오드리,찰리 채플린"
967,"살로, 소돔의 120일",,"1,830,000",0.00%,"3,473,500",269,509,1,5,이탈리아,"이탈리아,프랑스",,,,드라마,피에르 파올로 파솔리니,"파올로 보나첼리,카테리나 보라토"
967,왕자 호동,,"538,000",0.00%,"5,628,000",269,"2,454",1,9,한국,한국,,,,사극,한형모,"김진규,엄앵란"
971,SIFF2022 단편경쟁3,,"2,144,000",0.00%,"2,144,000",268,268,1,3,한국,한국,,,,기타,,
971,시마론,,"591,500",0.00%,"5,096,500",268,"2,526",1,21,,,,,,,,
973,마스터,2013-07-11,"2,256,000",0.00%,"285,551,800",267,"37,237",3,43,미국,미국,,(주)영화사 진진,청소년관람불가,드라마,폴 토마스 앤더슨,"호와킨 피닉스,필립 세이모어 호프만,에이미 아담스"
973,콰이강의 다리,1962-11-03,"445,000",0.00%,"25,870,500",267,"12,900",1,10,미국,미국,콜럼비아 픽쳐스 코포레이션,,연소자관람가,"드라마,전쟁",데이빗 린,"알렉 기네스,하야카와 세슈,잭 호킨스"
975,붉은 사막,,"1,757,000",0.00%,"4,336,000",266,662,1,10,이탈리아,"이탈리아,프랑스",,,,드라마,미켈란젤로 안토니오니,"모니카 비티,리차드 해리스"
976,나의 산티아고,2016-07-14,"2,020,000",0.00%,"727,441,732",265,"95,030",1,3,독일,독일,,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,"카롤리네 슈허,데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐"
976,아웃 오브 아프리카,1986-12-24,"1,490,000",0.00%,"5,276,000",265,"1,132",1,3,미국,미국,"미라지,유니버셜 픽쳐스",,국민학생관람불가,"드라마,멜로/로맨스",시드니 폴락,"메릴 스트립,로버트 레드포드"
978,가스등,,"637,000",0.00%,"10,635,000",264,"4,803",1,33,미국,미국,,,,"스릴러,드라마",조지 쿠커,"찰스 보이어,잉그리드 버그만,조셉 코튼"
