순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
637,남매의 여름밤,2020-08-20,"6,736,000",0.00%,"186,510,602",908,"22,538",7,201,한국,한국,오누필름,그린나래미디어(주),전체관람가,드라마,윤단비,"박현영,양흥주,최정운,박승준,강석원"
638,리틀 조,2021-04-01,"9,172,400",0.00%,"10,050,400",907,999,22,381,오스트리아,"오스트리아 ,영국,독일,프랑스",,주식회사 왓챠,12세이상관람가,"드라마,공포(호러),미스터리",예시카 하우스너,벤 위쇼
639,천사는 바이러스,2021-01-06,"6,344,710",0.00%,"6,434,710",904,921,44,413,한국,한국,전주 영상위원회,주식회사 씨엠닉스,15세이상관람가,드라마,김성준,"이영아,박성일,전무송,문숙,김희창,김정영,길정우,김욱,권오진,이용이,홍부향,박명신,손강국,이가경,이명준,원숙,홍석찬,정세영,이승민,홍현기,이건하,박나윤,태인호,도승지,최병조,김범진,방주환,윤지환,이희찬,김정훈,강동균"
640,트라이얼 오브 더 시카고 7,2020-10-07,"7,900,300",0.00%,"43,794,030",899,"5,311",20,147,미국,미국,,플러스엠 엔터테인먼트,15세이상관람가,"드라마,스릴러",아론 소킨,"사챠 바론 코헨,에디 레드메인,야히아 압둘 마틴 2세,마크 라이런스,조셉 고든 레빗,마이클 키튼,프랭크 란젤라,존 캐롤 린치"
641,좀비크러쉬: 헤이리,2021-06-30,"7,134,970",0.00%,"7,134,970",897,897,23,276,한국,한국,GATE6,필름다빈,15세이상관람가,"코미디,액션",장현상,"공민정,이민지,박소진,조승구,김준식,노진원,박명신,배소은,김기리,송유담,최백선,홍윤화,조훈,이선민,김태우,권오윤,손병일,이동현,이서윤,한혜욱,장진훈,김민숙,다은,우다온,윤지수,박효준,서재원,유한솔,하인석,황세희,고지호,임여정,조규준,오승재,김광호,김영웅,노은하,한찬규,한민희,김보성,김정엽,이정훈,홍진혁,황지훈,김성,김규현,조규준,김태영,손은,박성호,서강석,김상민,김정혜,장현상,정가영,김정혜,조아영,손은,신라라,이시문,조아영,조규준,김재화,정병두,서문호"
642,태양은 없다,1999-01-01,"7,333,700",0.00%,"7,333,700",893,893,36,243,한국,한국,(주)우노필름,,18세 미만인 자는 관람할 수 없는 등급,"드라마,액션",김성수,"정우성,문소연,박지훈,이정재,이범수,한고은,박성웅,이기열,이봉규,권태원"
643,진짜로 일어날지도 몰라 기적,2011-12-22,"6,185,000",0.00%,"347,806,400",892,"44,950",23,230,일본,일본,,"(주)스튜디오 보난자,(주)미로비젼",전체관람가,드라마,고레에다 히로카즈,오다기리 조
644,영웅본색 2,1988-07-22,"6,270,180",0.00%,"28,552,180",891,"6,000",32,322,홍콩,홍콩,,(유)조이앤시네마,"고등학생이상관람가,15세이상관람가","액션,범죄",오우삼,"주윤발,장국영,적룡,석천"
645,샤먼 로드,2021-07-03,"4,152,000",0.00%,"4,338,000",890,928,5,79,한국,한국,강 컨텐츠,강 컨텐츠,12세이상관람가,다큐멘터리,최상진,"박성미,필립 로조뜨,꼴레뜨 그랑종-로조뜨,마리 캐롤라인 반프랑켄,변우균,모드 다바단,이삼헌,디디에 에까누,이다도시,심달기,홍일화,정행"
646,싱크로닉,2021-04-01,"8,604,150",0.00%,"8,604,150",888,888,39,270,미국,미국,,(주)제이앤씨미디어그룹,15세이상관람가,"SF,판타지,미스터리","아론 무어헤드,저스틴 벤슨","안소니 마키,제이미 도넌"
647,"나의 끝, 당신의 시작",2021-11-18,"7,586,200",0.00%,"7,586,200",886,886,16,146,독일,독일,,(주)마노엔터테인먼트,15세이상관람가,"드라마,미스터리",,사스키아 로젠달
647,"식물카페, 온정",2021-06-24,"6,308,140",0.00%,"6,308,140",886,886,19,261,한국,한국,매치컷(주),매치컷(주),전체관람가,기타,최창환,"강길우,이가경,김우겸,서석규,박수연,김상동"
649,룸,2016-03-03,"5,917,970",0.00%,"707,635,870",879,"88,647",26,278,아일랜드,"아일랜드,캐나다",,"(주)팝엔터테인먼트,(주)영화사 빅",15세이상관람가,드라마,레니 에이브러햄슨,"브리 라슨,제이콥 트렘블레이,조안 알렌"
650,아르코 라이브 뮤지컬 인사이드 윌리엄,2021-05-26,"15,602,500",0.00%,"15,602,500",878,878,14,141,한국,한국,한국문화예술위원회,(주)아이디어랩,전체관람가,공연,,
651,청춘적니,2022-01-12,"8,766,000",0.00%,"8,766,000",864,864,2,5,중국,중국,,(주)다자인소프트,12세이상관람가,"멜로/로맨스,드라마",샤모,"굴초소,장정의"
652,아저씨,2010-08-04,"6,835,000",0.00%,"47,110,894,000",860,"6,179,525",25,218,한국,한국,오퍼스픽쳐스(유),CJ ENM,청소년관람불가,"액션,드라마",이정범,"원빈,김새론,김희원,김성오,배영한,김호연,김성훈,김효민,김효서,신동민,홍석준,조영아,홍의정,이재원,조용현,박준우,최현아,황재순,박혜리,박호진,홍소희,노승우,임효우,이건문,백현익,서정주,김도형,민소연,이상하,박병렬,장민주,장준호,박성택,오정식,정도원,김창민,양종현,서민경,김지민,남경읍,송영창,이종필,조재윤,장준녕,김영아,김태훈,정민성,한사명,이정민,박성택"
653,마라가 큰 결정을 해야 해,2021-01-07,"7,475,940",0.00%,"7,475,940",856,856,79,494,미국,미국,,(주)영화사오원,15세이상관람가,"멜로/로맨스,코미디",로버트 루케틱,"사라 힐랜드,타일러 제임스 윌리엄스"
654,EBS 댄스파티!,,"4,310,000",0.00%,"4,310,000",850,850,3,22,한국,한국,(주)에픽캔,(주)에픽캔,전체관람가,가족,,서홍석
655,사다코,2021-09-15,"4,545,400",0.00%,"4,582,400",848,853,5,80,일본,일본,,(주)미디어캐슬,15세이상관람가,"공포(호러),스릴러",나카타 히데오,"이케다 에라이자,키리야마 렌,토모사카 리에,츠카모토 타카시"
656,덩케르크,2017-07-20,"8,400,000",0.00%,"24,702,801,848",840,"2,805,578",1,12,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리"
657,아이 엠 어 히어로,2016-09-21,"5,735,500",0.00%,"1,816,952,900",838,"214,280",31,336,일본,일본,,(주)영화사 빅,청소년관람불가,"액션,공포(호러)",사토 신스케,"오오이즈미 요,아리무라 카스미,나가사와 마사미"
658,구독좋아요알림설정,2021-05-19,"8,584,900",0.00%,"8,584,900",808,808,16,270,미국,미국,,주식회사 왓챠,청소년관람불가,"코미디,범죄,스릴러",유진 코틀리야렌코,조 키어리
659,라빠르망,1997-03-22,"5,251,000",0.00%,"70,884,500",807,"11,759",20,245,프랑스,프랑스,이마프로덕션,"주식회사 왓챠,(주)디스테이션","연소자관람불가,청소년관람불가","멜로/로맨스,드라마",질 미무니,"모니카 벨루치,에바 이오네스코,뱅상 카셀,로만느 보링거,장-필립 에코피"
660,"무순, 세상을 가로질러",2021-04-22,"7,554,000",0.00%,"7,554,000",802,802,17,196,한국,한국,올록볼록 영화사,영화배급협동조합 씨네소파,전체관람가,다큐멘터리,남승석,"권무순,박태원"
661,피어: 마지막 생존자,2021-12-31,"4,000,000",0.00%,"4,000,000",800,800,20,20,미국,미국,,(주)제이브로,15세이상관람가,"액션,스릴러","제프 레이즈너,제이슨 토비아스",제이슨 토비아스
662,태양은 움직이지 않는다,2021-11-10,"7,682,100",0.00%,"7,682,100",799,799,42,232,일본,일본,,(주)이놀미디어,15세이상관람가,액션,하스미 에이이치로,"후지와라 타츠야,타케우치 료마,한효주,변요한"
663,티파니에서 아침을,2011-08-26,"2,384,000",0.00%,"126,667,700",797,"28,017",1,19,미국,미국,,주식회사 마운틴픽쳐스,12세이상관람가,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드,오드리 헵번"
664,새콤달콤,,"7,032,000",0.00%,"7,032,000",795,795,58,326,한국,한국,(주)26컴퍼니,,15세이상관람가,멜로/로맨스,이계벽,"장기용,채수빈,정수정,박재한"
665,나의 작은 동무,2021-01-14,"6,635,440",0.00%,"6,635,440",793,793,40,315,기타,기타,,(주)라이크콘텐츠,12세이상관람가,드라마,,탐벳 투이스크
666,홀리 모터스,2013-04-04,"5,160,800",0.00%,"164,199,400",791,"21,100",2,39,프랑스,"프랑스,독일",,"(주)영화사 안다미로,오드",청소년관람불가,드라마,레오스 카락스,"드니 라방,에바 멘데스,카일리 미노그,에디뜨 스콥,미셸 피콜리"
667,자메이카의 소울: 이나 데 야드,2021-07-14,"6,934,010",0.00%,"6,934,010",789,789,12,141,프랑스,프랑스,,(주)엣나인필름,12세이상관람가,"다큐멘터리,뮤지컬",피터 웨버,
668,117편의 러브레터,2021-03-18,"5,790,770",0.00%,"6,350,770",782,894,18,210,헝가리,헝가리,,알토미디어(주),15세이상관람가,"멜로/로맨스,드라마",페트르 가르도스,길라 알마고
669,피어 오브 레인,2021-07-22,"3,900,000",0.00%,"3,900,000",780,780,47,192,미국,미국,,(주)누리픽쳐스,15세이상관람가,"드라마,공포(호러),스릴러",,"캐서린 헤이글,해리 코닉 주니어,매디슨 아이스먼,이스라엘 브로우사드"
670,여중생A,2018-06-20,"7,552,500",0.00%,"820,190,000",771,"98,757",18,77,한국,한국,"(주)영화사울림,네이버웹툰 주식회사",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이경섭,"김환희,김준면,이종혁,정다빈,유재상,정다은,김현빈,유수아,이준,이승연,이영우,이유리,김정화,김태훈,옥윤중,옥윤중,신범식,정다빈,정다은,박정숙,박철희,박지영,박지윤,조영웅,조영웅,최원영,홍근택,김유진,어성욱,이상희,전운종,정해원"
671,더 터널,2021-03-04,"7,060,550",0.00%,"7,060,550",768,768,36,265,기타,기타,,예지림엔터테인먼트,12세이상관람가,"액션,스릴러,드라마",폴 외이,"토르비에른 하르,일바 퍼글러루드"
672,몽상가들,2005-03-25,"4,948,000",0.00%,"298,792,204",766,"42,905",3,26,프랑스,프랑스,더 레코디드 픽쳐 프로덕션,"찬란,오드",18세관람가,"드라마,멜로/로맨스",베르나르도 베르톨루치,"에바 그린,마이클 피트,루이 가렐,로빈 레누치,안나 챈셀러"
673,예르미타시 예술의 힘,2021-05-12,"13,688,500",0.00%,"13,688,500",761,761,21,256,이탈리아,이탈리아,,CGV ICECON,전체관람가,다큐멘터리,,토니 세르빌로
674,극장판 기븐,2020-11-26,"7,391,000",0.00%,"40,516,790",759,"4,585",3,134,일본,일본,,(주)애니플러스,15세이상관람가,"애니메이션,멜로/로맨스",야마구치 히카루,"야노 쇼고,우치다 유우마,나카자와 마사토모,에구치 타쿠야"
675,인디애니페스트2021 랜선비행,,"4,536,000",0.00%,"4,536,000",756,756,3,7,한국,한국,,,,애니메이션,,
676,더 울프 오브 월스트리트,2014-01-09,"6,237,700",0.00%,"4,508,662,220",751,"588,040",31,193,미국,미국,,주식회사 우리네트웍스,청소년관람불가,"범죄,드라마",마틴 스코세이지,"레오나르도 디카프리오,매튜 매커너히,조나 힐"
677,총을 들지 않는 사람들: 금기에 도전,2021-12-09,"6,825,500",0.00%,"6,930,500",750,765,9,83,한국,한국,다큐이야기,(주)스튜디오 보난자,12세이상관람가,다큐멘터리,김환태,"이용석,최정민,임재성"
678,레옹,1995-02-18,"7,178,020",0.00%,"355,385,520",740,"46,663",19,216,프랑스,프랑스,고몽,"(주)제이앤씨미디어그룹,(주)팝파트너스","연소자관람불가,청소년관람불가","액션,범죄",뤽 베송,"장 르노,게리 올드만,나탈리 포트만"
679,뫼비우스,2021-10-13,"1,553,000",0.00%,"1,553,000",734,734,1,22,한국,한국,주식회사 씨엠닉스,주식회사 씨엠닉스,12세이상관람가,드라마,"김영,황형근,최영주,이소연","공수호,변지현,안지혜,장현지,이정현,강성욱,박가영,강성화,유재원,안유진,엄성필"
679,호수의 이방인,,"5,459,000",0.00%,"28,692,500",734,"3,904",4,29,프랑스,프랑스,,(주)영화사 진진,,드라마,알랭 기로디,
681,일대종사,2013-08-22,"6,190,500",0.00%,"741,457,500",729,"102,412",3,47,중국,중국,,CGV아트하우스,12세이상관람가,"액션,드라마",왕가위,"양조위,장쯔이,송혜교,장첸"
682,스프링 송,2021-04-21,"6,089,480",0.00%,"6,089,480",721,721,48,358,한국,한국,쥬네스엔터테인먼트,"주식회사 컨텐츠썬,(주)아우라픽처스",전체관람가,"드라마,뮤지컬",유준상,"유준상,김소진,정순원,이준화,박성훈,송재호"
683,제2회 충북교육영화제: 리멤버,,"5,040,000",0.00%,"5,040,000",720,720,1,6,한국,한국,,,,드라마,,
684,라 트라비아타,2018-03-04,"12,342,200",0.00%,"33,270,200",714,"2,158",7,80,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,프랑코 제피렐리,플라시도 도밍고
685,로빈의 소원,2021-09-23,"6,085,080",0.00%,"6,085,080",711,711,19,190,미국,미국,,(주)까멜리아이엔티,전체관람가,다큐멘터리,테일러 노우드,"로빈 윌리엄스,숀 레비,수잔 슈나이더 윌리엄스"
686,아일로,2021-03-18,"5,796,370",0.00%,"5,796,370",709,709,25,188,프랑스,프랑스,,(주)에스와이코마드,전체관람가,"다큐멘터리,드라마",,
687,꿈꾸는 고양이,2021-09-09,"6,255,725",0.00%,"6,255,725",708,708,19,241,한국,한국,시네마 달래,아이 엠,전체관람가,다큐멘터리,"지원,강민현",남기형
688,성춘향,1961-01-28,"2,207,000",0.00%,"21,247,000",689,"10,217",1,32,한국,한국,신필름,,,"드라마,멜로/로맨스,사극",신상옥,"최은희,김진규"
689,깨복쟁이,2021-10-21,"2,874,000",0.00%,"2,874,000",684,684,5,24,한국,한국,시네마H2,마루아트센터(주),청소년관람불가,드라마,김훈희,"임형국,강영구,조명연,김시영,이동용"
690,대해적,,"1,453,000",0.00%,"12,779,000",681,"6,039",1,20,미국,미국,,,,"어드벤처,액션",앤소니 퀸,"율 브린너,찰톤 헤스톤"
691,잃어버린 아이들,2021-04-08,"4,578,000",0.00%,"4,578,000",678,678,26,358,기타,기타,,(주)영화사오원,12세이상관람가,기타,,"유덕화,정백연"
692,CIMAFF2021 경쟁 단편 2,,"4,732,000",0.00%,"4,732,000",676,676,1,5,기타,기타,,,,기타,,
693,마미,2014-12-18,"5,007,000",0.00%,"487,365,544",672,"61,124",13,182,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,드라마,자비에 돌란,"앤 도벌,안토니-올리버 피론,수잔 클레망"
693,시네마 천국,1990-07-07,"4,718,500",0.00%,"373,649,000",672,"60,488",11,139,프랑스,"프랑스,이탈리아",,"주식회사 왓챠,(주)팝엔터테인먼트",전체관람가,"드라마,멜로/로맨스",쥬세페 토르나토레,"브리지트 포세이,자끄 페렝,필립 느와레,살바토레 카시오,마르코 레오나르디"
693,전주에서 길을 묻다,2021-06-01,"2,645,000",0.00%,"2,645,000",672,672,1,50,한국,한국,(주)진진엔터테인먼트필름,주식회사 씨엠닉스,12세이상관람가,드라마,진승현,"강양은,조성희,최수경,윤정원,배규리,김진양,조명행"
696,노트르담,2021-12-22,"6,110,980",0.00%,"6,110,980",671,671,15,132,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,"드라마,멜로/로맨스,코미디",발레리 돈젤리,발레리 돈젤리
697,메가 릴렉스 비행,,"4,418,900",0.00%,"4,418,900",663,663,16,194,한국,한국,메가박스중앙(주),메가박스중앙(주),전체관람가,기타,,
698,침묵의 숲,2021-11-04,"6,662,800",0.00%,"6,662,800",662,662,22,155,기타,기타,,(주)이놀미디어,청소년관람불가,드라마,,"김현빈,유관정"
699,아리아 : 더 크레푸스콜로,2021-09-08,"5,638,500",0.00%,"5,638,500",660,660,42,212,일본,일본,,(주)얼리버드픽쳐스,전체관람가,"애니메이션,판타지,SF",사토 준이치,
699,투란도트,2016-07-02,"16,838,600",0.00%,"98,656,600",660,"4,539",7,104,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
701,맹크,2020-11-18,"6,105,700",0.00%,"42,060,260",658,"4,683",30,234,미국,미국,,플러스엠 엔터테인먼트,15세이상관람가,드라마,데이빗 핀처,"게리 올드만,아만다 사이프리드,릴리 콜린스,알리스 하워드,찰스 댄스"
702,숏버스 기묘행,2021-09-30,"6,141,200",0.00%,"6,141,200",652,652,15,250,한국,한국,(주)퍼니콘,"언더식스티,(주)퍼니콘",15세이상관람가,"미스터리,드라마","현명우,유정수,김지산,이용섭,전윤수,오현도","김그림,이형석,김인수,임태풍,김송일,정탁,정호익,주인영,김종윤,이정현,안태주"
703,"구름의 저편, 약속의 장소",2017-02-28,"5,810,690",0.00%,"41,663,090",650,"5,544",14,114,일본,일본,,"(주)미디어캐슬,(주)삼지애니메이션",12세이상관람가,"애니메이션,드라마",신카이 마코토,"하기와라 마사토,난리 유카,요시오카 히데타카"
704,켈리 갱,2021-08-31,"5,748,450",0.00%,"5,748,450",649,649,9,117,호주,호주,,오드,15세이상관람가,"범죄,액션,드라마",저스틴 커젤,"조지 맥케이,러셀 크로우,니콜라스 홀트,에시 데이비스,토마신 맥켄지,찰리 허냄"
705,The CMR2021: 큐레이션2-김한결,,"4,006,000",0.00%,"4,006,000",648,648,2,8,한국,한국,,,,기타,,
706,라임라이트,1989-08-26,"5,203,500",0.00%,"7,183,500",647,"1,219",10,99,미국,미국,유나이티드 아티스트,"(주)엣나인필름,유나이티드 아티스트",연소자관람가,"드라마,코미디",찰리 채플린,"찰리 채플린,클레어 블룸"
706,시그널 X: 영혼의 구역,2021-11-04,"5,268,000",0.00%,"5,268,000",647,647,35,279,미국,미국,,(주)제이앤씨미디어그룹,15세이상관람가,"미스터리,SF",닐 블롬캠프,
708,인디애니페스트2021 빌 플림턴 단편 스페셜,,"3,850,500",0.00%,"3,850,500",646,646,2,6,미국,미국,,,,애니메이션,,
709,인디애니페스트2021 CEE 신인 감독전,,"3,819,500",0.00%,"3,819,500",644,644,3,8,기타,기타,,,,애니메이션,,
710,삼진그룹 영어토익반,2020-10-21,"5,971,400",0.00%,"13,987,385,870",638,"1,571,924",13,119,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이종필,"고아성,이솜,박혜수,김예지,백현진,조현철,김종수,김원해,배해선,데이비드 맥기니스,이성욱,김희상,김희상,한재이,이주미,임종훈"
711,그녀,2014-05-22,"4,465,500",0.00%,"3,011,854,644",634,"369,911",4,49,미국,미국,,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)","청소년관람불가,15세이상관람가","드라마,멜로/로맨스",스파이크 존즈,"호아킨 피닉스,스칼렛 요한슨,에이미 아담스,루니 마라"
711,제8일의 밤,,"5,349,000",0.00%,"5,349,000",634,634,42,270,한국,한국,"(주)빅오션이엔엠,(주)고고스튜디오",넷플릭스서비시스코리아 유한회사,15세이상관람가,"미스터리,스릴러",김태형,"이성민,박해준,김유정,남다름,김동영,이얼,최진호,고서희,류성현,김정현,박세현,박소은,김한솔"
711,초속5센티미터,2007-06-21,"5,767,690",0.00%,"270,906,432",634,"44,728",3,90,일본,일본,,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트",전체관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,미즈하시 켄지
714,뜨거운 것이 좋아,,"2,092,000",0.00%,"30,008,500",633,"9,230",4,30,미국,미국,,,,"코미디,멜로/로맨스",빌리 와일더,"마릴린 몬로,토니 커티스,잭 레먼"
715,공각기동대,2002-04-12,"5,413,300",0.00%,"20,438,800",629,"2,471",3,29,일본,일본,,"(주)디스테이션,길벗영화(주)",12세관람가,SF,"오시이 마모루,사카모토 마아야","타나카 아츠코,오츠카 아키오"
716,신패왕화 : 예스마담,2021-03-04,"3,100,000",0.00%,"3,100,000",620,620,5,31,홍콩,홍콩,,라온아이(주),15세이상관람가,액션,레이 우,양리칭
717,썸머타임,,"1,305,000",0.00%,"17,106,000",618,"8,104",1,19,영국,"영국,미국",,,12세관람가,"멜로/로맨스,드라마",데이빗 린,"캐서린 헵번,로사노 브랏지"
718,전쟁과 평화,1977-09-27,"1,548,000",0.00%,"30,428,774",614,"15,504",1,15,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
719,레컨,2021-02-27,"4,292,800",0.00%,"4,292,800",613,613,20,45,미국,미국,,주식회사 풍경소리,15세이상관람가,"전쟁,액션",,"알렉산더 루드윅,샘 킬리"
719,서유기: 재세요왕,2021-09-30,"5,223,740",0.00%,"5,223,740",613,613,47,183,중국,중국,,(주)제이앤씨미디어그룹,전체관람가,애니메이션,왕운비,"최승훈,윤세웅,박주광,장병관,박시윤"
721,함께 있을 수 있다면,2020-12-24,"4,768,140",0.00%,"15,876,610",612,"2,053",17,161,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,"멜로/로맨스,드라마",끌로드 베리,"오드리 토투,기욤 까네,로랑 스토커"
722,제1회 통일문화영화제 초청작,,"3,660,000",0.00%,"3,660,000",610,610,2,4,한국,한국,,,,드라마,,
723,숏버스 감성행,2021-08-19,"5,601,400",0.00%,"5,601,400",609,609,14,212,한국,한국,(주)퍼니콘,"언더식스티,(주)퍼니콘",12세이상관람가,멜로/로맨스,"강인석,안다훈,박경진","정유민,한서연,김진태,윤영환,한창희,박영빈"
724,"마진 콜: 24시간, 조작된 진실",2013-01-03,"3,970,000",0.00%,"54,749,500",608,"7,694",22,200,미국,미국,,(주)팝파트너스,15세이상관람가,"스릴러,드라마",J.C 챈더,"케빈 스페이시,데미 무어,사이먼 베이커,재커리 퀸토,제레미 아이언스,스탠리 투치,폴 베타니,펜 바글리"
725,인디애니페스트2021 독립보행1,,"3,579,000",0.00%,"3,579,000",605,605,3,8,한국,한국,,,,애니메이션,,
726,SIPFF2021 한국단편-비경쟁 1,,"3,869,000",0.00%,"3,869,000",604,604,3,12,한국,한국,,,,기타,,
726,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,"4,348,000",0.00%,"176,587,000",604,"26,219",9,128,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,뮤지컬,어드벤처",,"하성용,정재헌,엄상현,김정은,김율,한경화,이재현"
728,내겐 너무 어려운 연애,2021-02-04,"5,571,560",0.00%,"5,571,560",602,602,32,219,이탈리아,이탈리아,,"(주)디오시네마,(주)태양미디어그룹",12세이상관람가,코미디,,
729,공작조: 현애지상,2021-09-16,"4,094,900",0.00%,"4,094,900",595,595,46,81,중국,중국,,(주)제이앤씨미디어그룹,15세이상관람가,"액션,스릴러",장예모,장한위
730,"나, 다니엘 블레이크",2016-12-08,"4,875,000",0.00%,"748,559,460",593,"99,814",1,34,영국,영국,,(주)영화사 진진,12세이상관람가,드라마,켄 로치,데이브 존스
731,비정의 도시,,"1,347,000",0.00%,"1,347,000",591,591,1,12,미국,미국,,,,"범죄,드라마",고트프리드 레인하드트,
732,미드나잇 버스,2021-02-04,"4,984,080",0.00%,"4,984,080",590,590,26,207,일본,일본,,(주)라이크콘텐츠,12세이상관람가,"드라마,멜로/로맨스,가족",,"하라다 타이조,야마모토 미라이,코니시 마나미"
733,둥글고 둥글게,,"5,750,000",0.00%,"5,750,000",586,586,3,18,한국,한국,한국영상자료원,(주)영화사 진진,12세이상관람가,다큐멘터리,장민승,
734,블러바드,2015-08-13,"5,134,670",0.00%,"92,357,970",585,"11,711",23,194,미국,미국,,"주식회사 블루필름웍스,주식회사 마운틴픽쳐스,TCO(주)더콘텐츠온",15세이상관람가,드라마,디토 몬티엘,"로빈 윌리엄스,로베르토 어과이어,캐시 베이커,봅 오덴커크"
735,추억의 검정고무신,2020-11-19,"5,238,000",0.00%,"162,083,100",582,"20,113",6,6,한국,한국,(주)대교 미디어콘텐츠사업본부,(주)대교 미디어콘텐츠사업본부,전체관람가,애니메이션,송정율,"박지윤,오인실,유해무,손정아,박영재,오수경,배정미,최정호,선은혜,서지연,석승훈,홍진욱"
736,귀여운 남자,2021-01-14,"4,463,470",0.00%,"4,463,470",581,581,41,318,한국,한국,(주)드림팩트엔터테인먼트,(주)드림팩트엔터테인먼트,15세이상관람가,코미디,김정욱,"신민재,이진리,박현상,홍하나임,황정윤,이주헌,박용철,공경배,오혜민,한창현,정수용,김수영,양정호,임진택,박연식,남태우,이정호,정진혁,이상훈,이리에,김태봉,김훈만,김선동,이덕건,김동균,김동헌,장선율,유은조,김현우,김윤미,전영,권혁미,강슬기,김민정,최다은,이지안,김희현,최병숙,김혜영,김서해,김재흥,안세지,윤도,정승욱,박세영,김대현,김상동,최진엽,정시율,김혜림,한다희,조영은,윤수정,이원희,인다영,최하늘,김소희,이두현,박지혜,이원희,한다희,이희수,김재찬,전제엽,최영흔,김기정,김설희,문우빈,남지혜,강윤혜,황정민,김홍기,김하늘,김상혁,이승민,황민주,문채령,이서진,박진규,장현지"
736,엠마,2020-02-27,"4,997,500",0.00%,"39,652,500",581,"5,675",27,135,영국,영국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"코미디,드라마,멜로/로맨스",어텀 드 와일드,"안야 테일러 조이,자니 플린,미아 고스,빌 나이,미란다하트,칼럼 터너,조쉬 오코너"
738,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"4,603,000",0.00%,"359,079,730",578,"44,747",15,88,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,액션,판타지",스도 토모노리,"스기야마 노리아키,시타야 노리코,카미야 히로시,카와스미 아야코"
739,에이펙스,2021-11-25,"2,875,000",0.00%,"2,875,000",575,575,50,115,캐나다,캐나다,,(주)누리픽쳐스,15세이상관람가,"액션,스릴러",,"브루스 윌리스,닐 맥도노프"
739,올리버 색스: 그의 생애,2021-08-26,"4,924,000",0.00%,"4,924,000",575,575,9,96,미국,미국,,하준사,12세이상관람가,다큐멘터리,릭 번스,"올리버 삭스,빌 헤이스,케이트 에드거,로렌스 웨슐러"
741,멋진 인생,,"1,354,500",0.00%,"19,004,500",570,"8,290",1,19,미국,미국,,,,"드라마,멜로/로맨스,판타지",프랭크 카프라,"제임스 스튜어트,도나 리드"
742,스쿨 오브 락(樂),2021-05-13,"4,213,000",0.00%,"4,213,000",569,569,7,125,한국,한국,(주)콘텐츠나무,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,강호준,방승호
743,판도라,,"1,136,000",0.00%,"5,895,711",568,"1,723",1,15,영국,영국,,,,"드라마,판타지",앨버트 르윈,"제임스 메이슨,에바 가드너"
744,SIPFF2021 한국단편-비경쟁 2,,"3,755,000",0.00%,"3,755,000",567,567,2,12,한국,한국,,,,기타,,
744,릴리 슈슈의 모든 것,2005-06-23,"5,278,050",0.00%,"66,382,098",567,"9,947",6,72,일본,일본,록웰아이즈 (ロックウェルアイズ),"(주)미디어캐슬,(주)튜브엔터테인먼트",15세관람가,드라마,이와이 슌지,"이치하라 하야토,오시나리 슈고"
746,권총왕,,"1,257,000",0.00%,"5,056,000",566,"2,501",1,26,미국,미국,,,,서부극(웨스턴),헨리 킹,"그레고리 펙,헬렌 웨스트코트"
747,갱경떡삥이,2021-12-27,"1,130,000",0.00%,"1,130,000",565,565,1,6,한국,한국,갱경 엔터테인먼트,갱경 엔터테인먼트,청소년관람불가,드라마,진명,"최효영,정재진,서민균,김예기,이화영,김선화,이명희,나기수,박노식,박노철,김용수,서정우,김보겸,이진아,나윤서,강희만,권오춘,정명진,기국서,김예솔,박태현,천택근,박준철"
748,황금광 시대,1990-02-17,"4,776,000",0.00%,"10,835,000",563,"2,760",11,99,미국,미국,찰리채플린프로덕션,(주)엣나인필름,중학생이상관람가,"어드벤처,코미디,가족",찰리 채플린,"찰리 채플린,맥 스웨인,톰 머레이,조지아 헤일"
